departamento,Seccion,Familia,SubFamilia,marca,linea,Referencia,CodBarras,descripcion Completa,descripcion 40 caracteres,Usa Lote,Principio Activo,cod_prov,Proveedor
MEDICAMENTOS,AMPOLLAS Y SOLUCIONES,,,BIOGLAS,,7598455000186,,BENUCOMPLEX B12 X 1 AMP I.V/I.M X 10ML  BIOGLASS,BENUCOMPLEX B12 AMP I.V/M 10ML (BIOGLAS),T,COMPLEJO B,,"BIOGLAS PHARMACEUTICAL CASA DE REPRESENTACION, C.A"
MEDICAMENTOS,GOTAS,,,BIOGLAS,,7598455000490,,BIODEX SOL OFTALMICAS 0.3%+0.1% P/V X 5ML (TOBRA+DEXA)  BIOGLASS,"BIODEX 0,3%/0,1% SOL OFT 5ML (BIOGLASS)",T,TOBRAMICINA+DEXAMETASONA,,"BIOGLAS PHARMACEUTICAL CASA DE REPRESENTACION, C.A"
MEDICAMENTOS,AMPOLLAS Y SOLUCIONES,,,BIOSANO,,7800061000390,,KETOROLACO 30MG/1ML X 1AMP I.M/I.V BIOSANO,KETOROLACO 30MG/1MLX1AMP I.M/I.V BIOSANO,T,KETOROLACO,,"PHARMASTERIL, C.A (EL MORRO CASA DE REPRESENTACION)"
MEDICAMENTOS,GOTAS,,,BIOGLAS,,7598455000063,,BIOPRED  SUSP OFTALMICA 1% P/V X 5ML (PREDNISOLONA) BIOGLASS,BIOPRED SUSP OFT 1%X 5ML (BIOGLASS),T,PREDNISOLONA,,"BIOGLAS PHARMACEUTICAL CASA DE REPRESENTACION, C.A"
MEDICAMENTOS,TABLETAS,,,TIARES,,18904187895734,,MAXIFUR (NITROFURANTOINA) 50MG X 30CAPS TIARES,MAXIFUR 50MG X 30CAP (TIARES),T,NITROFURANTOINA,,"COMERCIALIZADORA TIARES, C.A"
MEDICAMENTOS,TABLETAS,,,TIARES,,198715171839,,ITRASEC 33.33MG+166.66MG X 12CAPS TIARES,ITRASEC 33.33MG/166.66MGX12CAP(TIARES),T,ITRACONAZOL + SECNIDAZOL,,"COMERCIALIZADORA TIARES, C.A"
MEDICAMENTOS,AMPOLLAS Y SOLUCIONES,,,CAICLOS,,7703689182526,,ILEINE (ACETATO DE MEDROXIPROGESTERONA) 150MG/1ML X 1AMP I.M CACICLOS,ILEINE 150MG/1MLX1AMP I.M CACICLOS,T,ACETATO DE MEDROXIPROGESTERONA,,"CASA DE REPRESENTACION ROIPHARMA, C.A"
MEDICAMENTOS,TABLETAS,,,SIEGFRIED,,7592601303565,,FUROSEMIDA 20MG X 24 TABLETAS SIEGFRIED,FUROSEMIDA 20MG X 24 TAB (MEYER),T,FUROSEMIDA,,LABORATORIOS SIEGFRIED S.A
MEDICAMENTOS,TABLETAS,,,LAPROFF,,7703038066712,,NITROFURANTOINA 100MG (1 BLISTER) X 10CAPS  LAPROFF,NITROFURANTOINA 100MG X 10 CAP (LAPROFF),T,NITROFURANTOINA,,"CASA DE REPRESENTACIONES NAUTICA, C.A"
MEDICAMENTOS,TABLETAS,,,LAPROFF,,7703038045359,,METRONIDAZOL 500MG X (BLISTER X 10 TABLETAS)  LAPROFF,METRONIDAZOL 500MG X 10TAB (LAPROFF),T,METRONIDAZOL,,"CASA DE REPRESENTACIONES NAUTICA, C.A"
MEDICAMENTOS,SUSPENSION,,,ANGELUS,,7598176000861,,TRETINYX  (SULFAMETOXAZOL+TRIMETOPRIM) SUSP PEDIAT 200MG-40MG/5ML SABOR NARANJA X 60ML ANGELUS,TRETINYXSUSP 200MG-40MG/5ML NARANJAX60ML,T,SULFAMETOXAZOL+TRIMETOPRIM,,"INVERSIONES ANGELUS HEALTH, C.A"
MEDICAMENTOS,TABLETAS,,,ANGELUS,,7598176000342,,AMLODIPINO 5MG X 30TAB ANGELUS,AMLODIPINA 5MG X 30 TAB (ANGELUS),T,AMLODIPINA,,"INVERSIONES ANGELUS HEALTH, C.A"
MEDICAMENTOS,TABLETAS,,,ANGELUS,,7598176000380,,CEFADROXILO 500MG X 10CAPS ANGELUS,CEFADROXILO CAP 500MG X10 (ANGELUS),T,CEFADROXILO,,"INVERSIONES ANGELUS HEALTH, C.A"
MEDICAMENTOS,TABLETAS,,,ANGELUS,,7598176000786,,CARBAMAZEPINA 400MG X 30TAB ANGELUS,CARBAMAZEPINA 400MG X 30TAB ANGELUS,T,CARBAMAZEPINA,PT-43067,"INVERSIONES ANGELUS HEALTH, C.A"
MEDICAMENTOS,TABLETAS,,,ANGELUS,,7598176000694,,CANDESARTAN 8MG X 30TAB ANGELUS,CANDESARTAN 8MG X 30TAB ANGELUS,T,CANDESARTAN,PT-72375,"INVERSIONES ANGELUS HEALTH, C.A"
MEDICAMENTOS,TABLETAS,,,ANGELUS,,7598176000502,,ATORVASTATINA 40MG X 30TAB ANGELUS,ATORVASTATINA 40MG X 30TAB ANGELUS,T,ATORVASTATINA,PT-00117,"INVERSIONES ANGELUS HEALTH, C.A"
MEDICAMENTOS,TABLETAS,,,ANGELUS,,7598176000250,,ATORVASTATINA 20MG X 30TAB ANGELUS,ATORVASTATINA 20 MG X 30COMP (ANGELUS) ,T,ATORVASTATINA,,"INVERSIONES ANGELUS HEALTH, C.A"
MEDICAMENTOS,JARABES,,,BIOQUIMICA,,7594000851647,,VITAMINA C (ACIDO ASCORBICO) JBE PEDIAT 100MG/ML X 120ML BIOQUIMICA,VITAMINA C JBE PEDIAT 100MG/MLX120ML,T,ACIDO ASCORBICO,,"BIOQUIMICA INTERNACIONAL, C.A"
MEDICAMENTOS,TABLETAS,,,KMPLUS,,8906069872492,,FINASTERIDA 5MG X 10TAB KMPLUS,FINASTERIDA 5 MG X 10 TAB (KMPLUS),T,FINASTERIDA,,"CASA DE REPRESENTACION MARQUEZ Y KOTEICH, C.A"
MEDICAMENTOS,TABLETAS,,,KMPLUS,,730170648985,,LEVOCETIRIZINA 5MG X 10TAB KMPLUS,LEVOCETIRIZINA 5MG X 10TAB KMPLUS,T,LEVOCETIRIZINA,,"CASA DE REPRESENTACION MARQUEZ Y KOTEICH, C.A"
MEDICAMENTOS,TABLETAS,,,FARQUI,,7467922681657,,TIGOFAR (LEVOTIROXINA) 200MG X 10TAB FARQUI,TIGOFAR 200MGX10TAB FARQUI,T,LEVOTIROXINA SODICA,,"CASA DE REPRESENTACION MARQUEZ Y KOTEICH, C.A"
MEDICAMENTOS,TABLETAS,,,KMPLUS,,730170648947,,BETAHISTINA 8MG X 10TAB KMPLUS,BETAHISTINA 8MG x 10 TAB (KMPLUS),T,BETAHISTINA,,"CASA DE REPRESENTACION MARQUEZ Y KOTEICH, C.A"
MEDICAMENTOS,TABLETAS,,,KMPLUS,,730170649340,,ITRACONAZOL 100MG X 10TAB KMPLUS,ITRACONAZOL 100MG X 10TAB KMPLUS,T,ITRACONAZOL,,"CASA DE REPRESENTACION MARQUEZ Y KOTEICH, C.A"
MEDICAMENTOS,TABLETAS,,,KMPLUS,,9800000000057,,MOXIFLOXACINA 400MG X 5TAB KMPLUS,MOXIFLOXACINA 400MG X 5TAB KMPLUS,T,MOXIFLOXACINA,,"CASA DE REPRESENTACION MARQUEZ Y KOTEICH, C.A"
MEDICAMENTOS,TABLETAS,,,SIEGFRIED,,7592601200215,,IBUTAN 200MG X 10TAB SIEGFRIED,IBUTAN 200MG X 10TAB SIEGFRIED,T,IBUPROFENO,,LABORATORIOS SIEGFRIED S.A
MEDICAMENTOS,TABLETAS,,,SIEGFRIED,,7592601303848,,MELIVAR 10MG X 30TAB SIEGFRIED,MELIVAR 10MG X 30TAB SIEGFRIED,T,MEMANTINA,,LABORATORIOS SIEGFRIED S.A
MEDICAMENTOS,CREMAS,,,SIEGFRIED,,7707355050232,,DESONIDA CREMA TOPICA 0.05% X 15G SIEGFRIED,DESONIDA 0.05% CREMA 15GR (SIEGFRIED),T,DESONIDA,,LABORATORIOS SIEGFRIED S.A
MEDICAMENTOS,TABLETAS,,,SIEGFRIED,,7592601301707,,CORBIS 2.5MG X 30TAB SIEGFRIED,"CORBIS 2,5MG X 30COMP (SIEGFRIED)",T,BISOPROLOL,,LABORATORIOS SIEGFRIED S.A
MEDICAMENTOS,OVULOS,,,SIEGFRIED,,7592601200314,,METREN 500MG X 10 CAPSULAS VAGINALES SIEGFRIED,METREN 500MG X 10 OVULOS VAG. (SIEGFRED),T,METRONIDAZOL,,LABORATORIOS SIEGFRIED S.A
MEDICAMENTOS,TABLETAS,,,LAND,,7598008001820,,LEVOFLOXACINA 750MG X 10TAB LAND,LEVOFLOXACINA 750MG X 10TAB LAND,T,LEVOFLOXACINA,,"CASA DE REPRESENTACION LAND,C.A"
MEDICAMENTOS,TABLETAS,,,LAND,,7598008001967,,CETIRIZINA 10MG X 10TAB LAND,CETIRIZINA 10MG X 10TAB LAND,T,CETIRIZINA,,"CASA DE REPRESENTACION LAND,C.A"
MEDICAMENTOS,TABLETAS,,,CLEO,,7598677000261,,PENTOXIFILINA 400MG X 30TAB CLEO,PENTOXIFILINA 400MG X 30 TAB REC (CLEO),T,PENTOXIFILINA,,"CORPORACION CLEOPHARMA, C.A"
MEDICAMENTOS,MMQ,,,GROSSMED,,6971077611083,,SCALP 21G CAJA X 100UND VALEMEDIC,SCALP 21G CAJA X 100UND VALEMEDIC,T,SCALP,,"FARMATECH MEDICAL, C.A"
MEDICAMENTOS,MMQ,,,GIDAGUS,,7597478000234,,SCALP 25G CAJA X 100 UND GIDAGUS,SCALP 25G CAJA X 100 UND GIDAGUS,T,SCALP,,"GIDAGUS INSUMOS Y DESCARTABLES, C.A"
MEDICAMENTOS,MMQ,,,GROSSMED,,7597830002036,,EQUIPO PERICRANEAL SCALP 19G X 100 UNIDADES GROSSMED,EQUIPO PERICR SCALP 19G X100 GROSSMED,T,SCALP,,"FARMATECH MEDICAL, C.A"
MEDICAMENTOS,MMQ,,,GROSSMED,,7597830002098,,EQUIPO PERICRANEAL SCALP 23G X 100 UNIDADES GROSSMED,EQUIPO PERICR SCALP 23G X100 GROSSMED,T,SCALP,,"FARMATECH MEDICAL, C.A"
MEDICAMENTOS,MMQ,,,GROSSMED,,7597830003477,,GUANTES DE NITRILO TALLA S COLOR NEGRO X 100UND GROSSMED,GUANTES D NITRILO T-S NEG X100(GROSSMED),T,GUANTES DE NITRILO,,"FARMATECH MEDICAL, C.A"
MEDICAMENTOS,MMQ,,,GROSSMED,,7597830003491,,GUANTES DE NITRILO TALLA M COLOR NEGRO X 100UND GROSSMED,GUANTES D NITRILO T-M NEG X100(GROSSMED),T,GUANTES DE NITRILO,,"FARMATECH MEDICAL, C.A"
MEDICAMENTOS,MMQ,,,GROSSMED,,7597830002128,,EQUIPO PERICRANEAL SCALP 25G X 100 UNIDADES GROSSMED,EQUIPO PERICR SCALP 25G X100 GROSSMED,T,SCALP,,"FARMATECH MEDICAL, C.A"
MEDICAMENTOS,MMQ,,,GROSSMED,,7597830004221,,JERINGA 1CC (NARANJA) 30G X 1/2P CAJA X 100UNI GROSSMED,JERINGA 1CC 30GX1/2P CAJX100UNI GROSSMED,T,JERINGA,,"FARMATECH MEDICAL, C.A"
MEDICAMENTOS,MMQ,,,GROSSMED,,7597830001404,,JERINGA 10CC C/AGUJA 21G X 1 1/2P CAJA X 100UNI GROSSMED,JER 10CC C/AGUJA 21GX1 1/2P CAJX100UNI,T,JERINGA,,"FARMATECH MEDICAL, C.A"
MEDICAMENTOS,CUIDADO PERSONAL,,,BRIUTCARE,,843445090652,,PALMPERFECT PERSONAL HAIR TRIMER DEPILADORA DE BELLEZA MOD 3900WMB (BRIUTCARE),PALMPERFECT PERSONAL HAIR TRIMER 3900WMB,T,DEPILADORA,,"BRIUTCARE INVERSIONES M.R.C.S.21, C.A"
MEDICAMENTOS,CUIDADO PERSONAL,,,BRIUTCARE,,843445033208,,PALMPERFECT FULL BODY GROOMER DEPILADORA DE CUERPO COMPLETO MOD 3896 (BRIUTCARE),PALMPERFECT BODY DEPILADORA 3896 BRIUTCA,T,DEPILADORA,,"BRIUTCARE INVERSIONES M.R.C.S.21, C.A"
MEDICAMENTOS,MMQ,,,VEINCARE,,7595059001311,,CATETER JELCO 24G X 1UND VEINCARE,"""JELCO """"CATETER I.V"""" #24G (VEINCARE)""",T,JELCO,,"FARMATECH MEDICAL, C.A"
MEDICAMENTOS,MMQ,,,VEINCARE,,7595059001304,,CATETER JELCO 22G X 1UND VEINCARE,"JELCO ""CATETER I.V"" #22G (VEINCARE)",T,JELCO,,"FARMATECH MEDICAL, C.A"
MEDICAMENTOS,MMQ,,,GROSSMED,,7597830005297,,GUANTES QUIRURGICOS ESTERIL TALLA 6.0 X UNI GROSSMED,GUANTES QUIRURG ESTERIL 6.0XUNI GROSSMED,T,GUANTES,,"FARMATECH MEDICAL, C.A"
MEDICAMENTOS,CUIDADO PERSONAL,,,ZOAH,,7596211000135,,SERUM FORTE CEJAS Y PESTAÑAS X 15ML ZOAH,SERUM FORTE CEJAS PESTAÑAS 30ML(ZOAH),T,HYDRA B+BIOTIN+PANTENOL+ACEITE DE RICINO/COCO+ROMERO+ALOE VERA+MANZANILLA,,"ZOAH INVERSIONES, C.A."
MEDICAMENTOS,CUIDADO PERSONAL,,,ZOAH,,7596211000159,,SERUM ANTIOXIDANTE X 30ML ZOAH,SERUM ANTIOXIDANTE X 30ML ZOAH,T,HYDRA B+VIT C+RESVERATROL+ROMERO+BISABOLOL+ALOE VERA,,"ZOAH INVERSIONES, C.A."
MEDICAMENTOS,MMQ,,,ZOAH,,7596211000166,,BARRA LIMPIADORA FACIAL-CORPORAL X 90GR ZOAH,BARRA LIMP ZOAH FACIAL-CORP 90G,T,CREMA CORPORAL,,"ZOAH INVERSIONES, C.A."
MEDICAMENTOS,SUSPENSION,,,FCPHARMA,,7593090001840,,EXOVIS DUO 400MG-57MG  SUSP ORAL 50ML FC PHARMA,EXOVIS DUO 400MG/57MG PED 50ML(FC PHARM),T,AMOXICILINA + ACIDO CLAVULANICO,,"LABORATORIOS FC PHARMA, C.A"
MEDICAMENTOS,TABLETAS,,,FCPHARMA,,7593090001253,,EXOVIS DUO 875MG-125MG X 14 TABLETAS FC PHARMA,EXOVIS DUO 875MG/125MG 14TAB (FC),T,AMOXICILINA + AC. CLAVULANICO,,"LABORATORIOS FC PHARMA, C.A"
MEDICAMENTOS,TABLETAS,,,FC PHARMA,,7593090002427,,LEVAMOX 750MG X 10 TABLETAS FC PHARMA,LEVAMOX 750 MG X 10 TAB (FC PHARMA),T,LEVOFLOXACINA,,"LABORATORIOS FC PHARMA, C.A"
MEDICAMENTOS,MMQ,,,ARIZI,,7597830002319,,SUTURA MONONYLON 4-0 COD14502 NYLON  75CM AGUJA 3/8 CORTE INVERSO 19MM ARIZI,SUTURA MONONYLON 4-0 COD14502 NYLON ,T,SUTURA MONONYLON,,"FARMATECH MEDICAL, C.A"
MEDICAMENTOS,MMQ,,,ARIZI,,7597830002326,,SUTURA MONONYLON 5-0 COD14501 NYLON  75CM AGUJA 3/8 CORTE INVERSO 19MM ARIZI,SUTURA MONONYLON 5/0 REF.14501 X1U,T,SUTURA MONONYLON,,"FARMATECH MEDICAL, C.A"
MEDICAMENTOS,MMQ,,,ARIZI,,7597830002340,,SUTURA ARICRYL 1 COD 341 70CM AGUJA 1/2 PUNTA CONICA 36MMICA ARIZI,SUTURA ARICRYL 1 REF.341 X1U,T,SUTURA VICRYL,,"FARMATECH MEDICAL, C.A"
MEDICAMENTOS,MMQ,,,ARIZI,,7597830005938,,SUTURA SEDA 1 (ARISLIK) COD 835 PUNTA CONICA ARIZI,SUTURA SEDA 1 COD 835 PUNTA CONICA ARIZI,T,SUTURA,,"FARMATECH MEDICAL, C.A"
MEDICAMENTOS,TABLETAS,,,RONAVA,,7592806137149,,GLUCOZIM 850MG X 30 COMPRIMIDOS RONAVA,GLUCOZIM 850MG X 30 COMPRIMIDOS RONAVA,T,METFORMINA,,COMPANIA ANONIMA PRODUCTOS RONAVA
MEDICAMENTOS,TABLETAS,,,ADN,,8906142161314,,FLOPIREL (CLOPIDOGREL) 75MG X 14 TAB ADN,FLOPIREL (CLOPIDOGREL) 75MG X 14 TAB ADN,T,CLOPIDOGREL,,"CASA DE REPRESENTACION ADN MEDICAL, C.A"
MEDICAMENTOS,TABLETAS,,,DROTAFARMA,,9800000000204,,GLIBENCLAMIDA 5MG X 30 TABLETAS DROTAFARMA,GLIBENCLAMIDA 5MG X 30 TAB DROTAFARMA,T,GLIBENCLAMIDA,24000020,"DROGUERIA DROTACA, C.A                                                                              "
MEDICAMENTOS,MMQ,,,ARIZI,,7597830002289,,SUTURA MONONYLON 3-0 COD 163 NYLON AGUJA 3/8 CORTE INVERSO ARIZI,SUTURA MONONYLON 3/0 REF.163 X1U,T,SUTURA MONONYLON,,"FARMATECH MEDICAL, C.A"
MEDICAMENTOS,MMQ,,,ARIZI,,7597830002272,,SUTURA MONONYLON 2-0 COD 164 NYLON AGUJA 3/8 CORTE INVERSO ARIZI,SUTURA MONONYLON 2/0 REF 164 (ARIZI),T,SUTURA MONONYLON,,"FARMATECH MEDICAL, C.A"
MEDICAMENTOS,TABLETAS,,,COFASA S.A.,,7591818716755,,BREXIN FORTE 650MG X 10TAB COFASA,BREXIN FORTE 650MG X 10 TAB (COFASA),T,ACETAMINOFEN,,"LABORATORIO COFASA, S.A."
MEDICAMENTOS,GOTAS,,,COFASA S.A.,,7591818716854,,OLOCOF  SOL OFTALMICA 0.2% X 5ML COFASA,"OLOCOF SOL OFT 0,2% 5ML(COFASA)",T,OLOPATADINA,,"LABORATORIO COFASA, S.A."
MEDICAMENTOS,GOTAS,,,COFASA,,7591818716830,,PRENACOF  SOL OFTALMICA 1% X 5ML COFASA,PRENACOF 1% SOL. OFTALMICA 5ML (COFASA),T,PREDNISOLONA ACETATO,,"LABORATORIO COFASA, S.A."
MEDICAMENTOS,TABLETAS,,,PHARMATECH,,7597189000097,,CITRATO DE CALCIO CON VIT D3 1500MG+200UI X 30TAB PHARMATECH,CITRATO DE CALCIO X30TAB (PHARMATECH),T,CITRATO DE CALCIO + VITAMINA D,76058,GRUPO PHARMATECH C.A.
MEDICAMENTOS,AMPOLLAS Y SOLUCIONES,,,COFASA S.A.,,7591818715628,,MIOVIT COMPOSITUM KIT X 6 AMPOLLAS 3ML COFASA,MIOVIT KIT AMP I.M X6(COFASA),T,VITAMINAS B1+B6+B12,,"LABORATORIO COFASA, S.A."
MEDICAMENTOS,JARABES,,,RONAVA,,7592806132052,,MILAX 8.5MG X 20SOBRES RONAVA,MILAX 8.5MG X 20SOBRES RONAVA,T,POLIETILENGLICOL 3350,,COMPANIA ANONIMA PRODUCTOS RONAVA
MEDICAMENTOS,AMPOLLAS Y SOLUCIONES,,,ALESS PHARMACEUTICALS,,7597758000701,,HIOSCINA BUTILBROMURO 20MG/1ML X 1AMP IM/IV ALESS,HIOSCINA BUTIL 20MG/1MLX1AMP IM/IV ALESS,T,HIOSCINA,,"ALESS PHARMACEUTICALS, C.A"
MEDICAMENTOS,TABLETAS,,,ALESS,,7597758000145,,AZITROMICINA 500MG X 5TAB ALESS,AZITROMICINA 500MG X 5TAB ALESS,T,AZITROMICINA,,"ALESS PHARMACEUTICALS, C.A"
MEDICAMENTOS,JARABES,,,ALESS,,7597758000459,,ACETAMINOFEN JBE 180MG/5ML X 120ML S/ FRAMBUESA ALESS,ACETAMINOFEN JBE 180MG X120ML ALESS,T,ACETAMINOFEN,,"ALESS PHARMACEUTICALS, C.A"
MEDICAMENTOS,TABLETAS,,,ALESS,,7597758000138,,LOSARTAN POTASICO 50MG X 30TAB ALESS,LOSARTAN POTASICO 50MG X 30TAB ALESS,T,LOSARTAN POTASICO,,"ALESS PHARMACEUTICALS, C.A"
MEDICAMENTOS,OVULOS,,,ALESS PHARMACEUTICALS,,7597758000657,,CLOTRIMAZOL 3DIAS OVULO VAGINAL 200MG X 3UND ALESS,CLOTRIMAZOL 200MG X 3 OVULOS (ALESS),T,CLOTRIMAZOL,,"ALESS PHARMACEUTICALS, C.A"
MEDICAMENTOS,AMPOLLAS Y SOLUCIONES,,,ALESS,,75971281,,LIDOCAINA SOL INY 2% 30ML X 1UND ALESS,LIDOCAINA SOL INY. 2% 30ML(ALESS),T,LIDOCAINA,,"ALESS PHARMACEUTICALS, C.A"
MEDICAMENTOS,TABLETAS,,,ADN,,8906142160881,,JUVILOC (OMEPRAZOL) 20MG X 20TAB ADN,JUVILOC (OMEPRAZOL) 20MG X 20TAB ADN,T,OMEPRAZOL,,"CASA DE REPRESENTACION ADN MEDICAL, C.A"
MEDICAMENTOS,TABLETAS,,,ADN,,8906112611405,,AMLODIPINA 5MG X 10TAB ADN,AMLODIPINA 5MG X 10TAB ADN,T,AMLODIPINA,01995,"CASA DE REPRESENTACION ADN MEDICAL, C.A"
MEDICAMENTOS,TABLETAS,,,ADN,,8906109691243,,VACICLOVIR (VALACICLOVIR) 500MG X 10TAB ADN,VACICLOVIR 500MG X 10 TAB (ADN),T,VALACICLOVIR,,"CASA DE REPRESENTACION ADN MEDICAL, C.A"
MEDICAMENTOS,AMPOLLAS Y SOLUCIONES,,,ADN,,8906112611382,,METOHEM (METAMIZOL) 1G/2ML X 3AMP I.M/I.V ADN,METOHEM 1G/2MLX 3AMP ADN,T,METAMIZOL,,"CASA DE REPRESENTACION ADN MEDICAL, C.A"
MEDICAMENTOS,TABLETAS,,,ADN,,8906142160898,,LORAFIT (LORATADINA) 10MG X 10TAB ADN,LORAFIT 10MG X 10 TAB (ADN),T,LORATADINA,,"CASA DE REPRESENTACION ADN MEDICAL, C.A"
MEDICAMENTOS,TABLETAS,,,ADN,,8904097387148,,CO-AMOXICLAV (AMOXICILINA+AC CLAVULANICO) 1000MG X 14TAB ADN,CO-AMOXICLAV 1000MG X14 TAB (ADN),T,AMOXICILINA + ACIDO CLAVULANICO,04150,"CASA DE REPRESENTACION ADN MEDICAL, C.A"
MEDICAMENTOS,TABLETAS,,,ADN,,8906156850273,,JUVIMOX-CV (AMOXICILINA+AC CLAVULANICO) 500MG/125MG X 10TAB  ADNADN,JUVIMOX-CV 500MG/125MGX10TAB ADNADN,T,AMOXICILINA + AC. CLAVULANICO,3000226,"CASA DE REPRESENTACION ADN MEDICAL, C.A"
MEDICAMENTOS,TABLETAS,,,ADN,,8906142160874,,ALERBLOC (CETIRIZINA) 10MG X10TAB ADN,ALERBLOC (CETIRIZINA) 10MG X10TAB ADN,T,CETIRIZINA,3000153,"CASA DE REPRESENTACION ADN MEDICAL, C.A"
MEDICAMENTOS,CREMAS,,,VARGAS,,7592349001693,,NIOSILIN UNGUENTO X 20G VARGAS,NIOSILIN UNGUENTO  20 GR (VARGAS),T,ACIDO SALICILICO+ACIDO BENZOICO,,"LABORATORIOS VARGAS, S.A"
MEDICAMENTOS,TABLETAS,,,LAPROFF,,7703038045472,,ESPIRONOLACTONA 25MG (1 BLISTER) X 10TAB  LAPROFF,ESPIRONOLACTONA 25MGX10TAB LAPROFF,T,ESPIRONOLACTONA,55001408,"CASA DE REPRESENTACION ROIPHARMA, C.A"
MEDICAMENTOS,TABLETAS,,,DROTAFARMA,,8906044710931,,FAMOTIDINA 40MG X 10TAB DROTAFARMA,FAMOTIDINA 40MG X 10TAB DROTAFARMA,T,FAMOTIDINA,55000203,"DROGUERIA DROTACA, C.A                                                                              "
MEDICAMENTOS,SUSPENSION,,,DROTAFARMA,,7467217700575,,NISTATINA SUSP X 30ML INNOVACION QUIMICA,NISTATINA SUSP 30ML(QUIMICA IND),T,NISTATINA,55000098,"DROGUERIA DROTACA, C.A                                                                              "
MEDICAMENTOS,AMPOLLAS Y SOLUCIONES,,,DROTAFARMA,,8906044710795,,CIPROFLOXACINA 200MG/100ML SOL INY I.V. X 100ML DROTAFARMA,CIPROFLOXACINA 200MG AMP 100ML (DRFARMA),T,CIPROFLOXACINA,,"DROGUERIA DROTACA, C.A                                                                              "
MEDICAMENTOS,TABLETAS,,,PLUSANDEX,,7594001100539,,TINIDAZOL 500MG X 4TAB PLUSANDEX,TINDAZOL 500MG X 4 TABLETAS (PLUSANDEX),T,TINIDAZOL,12301013,"LABORATORIOS PLUSANDEX, C.A"
MEDICAMENTOS,RECETURA,,,LYA,,7599028000787,,ACIDO BORICO CAP VAGINALES X 10TAB LYA,ACIDO BORICO CAP. VAGINALES X10 (LYA),T,ACIDO BORICO,23603005,"LABORATORIOS LYA, C.A"
MEDICAMENTOS,CUIDADO PERSONAL,,,LAB VITA,,75971434,,BOROCANFOR COOL X 35G VITA,BOROCANFOR TALCO PARA PIES COOL 35GR ,T,TALCO + CALAMINOL,WE-371,"LABORATORIOS VITA, C.A"
MEDICAMENTOS,CUIDADO PERSONAL,,,LAB VITA,,75930516,,BOROCANFOR ORIGINAL X 60G VITA,BOROCANFOR TALCO PARA PIES ORIGINAL 60GR,T,TALCO + CALAMINOL,,"LABORATORIOS VITA, C.A"
MEDICAMENTOS,CUIDADO PERSONAL,,,LAB VITA,,75930530,,BOROCANFOR ORIGINAL X 120G VITA,BOROCANFOR TALCO PARA PIES ORIGINAL120GR,T,TALCO + CALAMINOL,WE-40,"LABORATORIOS VITA, C.A"
MEDICAMENTOS,CUIDADO PERSONAL,,,LAB VITA,,75930523,,BOROCANFOR COOL X 60G VITA,BOROCANFOR TALCO PARA PIES COOL 60GR,T,TALCO + CALAMINOL,,"LABORATORIOS VITA, C.A"
MEDICAMENTOS,CUIDADO PERSONAL,,,LAB VITA,,75930547,,BOROCANFOR COOL X 120G VITA,BOROCANFOR TALCO PARA PIES COOL 120GR,T,TALCO + CALAMINOL,WE-69,"LABORATORIOS VITA, C.A"
MEDICAMENTOS,CUIDADO PERSONAL,,,REXONA,,75058838,,DESODORANTE EN BARRA MEN INVISIBLE  X 50GR REXONA,DESODORANTE INVISIBLE BARRA 50GR REXONA,T,DESODORANTE,382011,"DIMASSI, C.A"
MEDICAMENTOS,CUIDADO PERSONAL,,,DOVE,,7891150046481,,JABON ORIGINAL 3PACK X 90GR DOVE,JABON ORIGINAL 3PACK X 90GR DOVE,T,JABON ,,"DIMASSI, C.A"
MEDICAMENTOS,TABLETAS,,,DOLLDER,,7592803002310,,FUNGOSIN (ITRACONAZOL) 100MG X 14 CAP DOLLDER,FUNGOSIN 100MG X 14 CAP (DOLLDER),T,ITRACONAZOL,,"ESPECIALIDADES DOLLDER,C.A"
MEDICAMENTOS,TABLETAS,,,KMPLUS,,730170648961,,DEXAMETASONA 4MG X 10TAB KMPLUS,DEXAMETASONA 4MG X 10TAB KMPLUS,T,DEXAMETASONA,383011,"CASA DE REPRESENTACION MARQUEZ Y KOTEICH, C.A"
MEDICAMENTOS,TABLETAS,,,KMPLUS,,6942189530326,,HIOSCINA BUTILBROMURO 10MG X 10TAB KMPLUS,HIOSCINA BUTILBROMURO 10MGX10TAB KMPLUS,T,HIOSCINA,375011,"CASA DE REPRESENTACION MARQUEZ Y KOTEICH, C.A"
MEDICAMENTOS,AMPOLLAS Y SOLUCIONES,,,VITALIS,,7707236129217,,ACIDO TRANEXAMICO 500MG/5ML I.V X 1 AMP VITALIS,ACIDO TRANEXAMICO AMP500MG/5ML (VITALIS),T,ACIDO TRANEXAMICO,,"PHARMASTERIL, C.A (EL MORRO CASA DE REPRESENTACION)"
MEDICAMENTOS,SUSPENSION,,,ELMOR,,7591062010227,,SAVER SUSP ORAL 200MG/5ML X 37.5ML ELMOR,"SAVER SUSP 200MG/5ML X 37,5ML (ELMOR)",T,AZITROMICINA,,"LABORATORIOS ELMOR, C.A"
MEDICAMENTOS,JARABES,,,BALKER,,7597767000334,,SUEROLITO SABOR CHICLE 75mEq/L + ZINC X 400ML BALKER,SUEROLITO SAB. CHICLE 75MEQX400ML BALKER,T,SUERO ORAL,,"LABORATORIOS BALKER, C.A."
